Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus
KOZAL,2025-12-15,35.94,-50,0,4,0,38.68,37.04,1.99,2.45,0,49.95,37.78,-190332603.00,33.86,38.16,42.45,22.50,1,65.47,13.69,0,0,1,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-10-09 00:00,26.58,ImpulseUp,5,Başlangıç,2025-11-11 12:00,27.36,up,2025-12-15 00:00,up,2025-11-21 12:00,-,0,-,0,-,0,-,0,AL,50,2025-11-06 07:30,392,-,0,AL,50,2025-10-24 07:30,166,-,0,AL,50,2025-10-24 08:00,57,-,0,AL,50,2025-10-24 00:00,36,0,0,0,0,0,32.69,39.19,-11.04,6.46,5916548687,28.571428,3.08,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.02%) | Gelişmiş Cup & Handle | ATR STOP: 32.69, TP: 39.19 | 1H:%-11.04 | 1A:%6.46",2,9.04,0,0,1,0,0,-65.47,-13.69,-190332603.00,0,-60.12,,,,,,,,,,,,,,,-4.11,,,,0.00,-60.12
KRDMA,2025-12-16,27.14,100,3,0,0,25.98,25.95,-0.15,-0.58,1,59.48,12.21,3805973.00,24.08,25.47,26.85,10.87,0,10.78,50.65,0,100,0,0,1,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-03 00:00,29.86,ImpulseDown,4,Başlangıç,2025-12-10 08:00,24.46,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:45,226,-,0,AL,50,2025-12-08 09:30,59,-,0,AL,50,2025-12-16 08:00,1,-,0,SAT,-50,2025-09-02 00:00,75,0,0,0,0,0,25.73,28.55,5.36,8.82,83362769,10.2415085,0.48,"ATR Oranı düşük (3.47%) | Gelişmiş TOBO formasyonu | ATR STOP: 25.73, TP: 28.55 | 1H:%5.36 | 1A:%8.82",5,5.20,1,0,1,0,0,-10.78,-50.65,3805973.00,0,5.72,1659155444.00,59932816.00,True,-0.05,-0.03,False,-2.00,3.00,0.00,False,0.02,0.03,6496734769.76,AKD nötr/negatif,1.57,25.54,27.68,-0.04,16.00,21.72
KRDMD,2025-12-16,28.36,100,3,0,0,26.76,26.16,0.35,-0.02,1,71.28,17.54,99782416.00,24.17,25.81,27.46,12.76,0,30.45,16.24,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-11-13 00:00,23.50,ImpulseUp,5,Başlangıç,2025-12-11 12:00,25.88,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 10:45,181,-,0,AL,50,2025-11-26 08:30,132,-,0,AL,50,2025-12-10 04:00,14,-,0,AL,50,2025-12-15 00:00,1,0,1,0,0,0,26.97,29.75,8.99,17.09,1272478689,10.742424,0.51,"ATR Oranı düşük (3.27%) | Gelişmiş Cup & Handle | ATR STOP: 26.97, TP: 29.75 | 1H:%8.99 | 1A:%17.09 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",6,4.90,1,1,1,0,0,-30.45,-16.24,99782416.00,0,-1.79,196720434.87,1111191202.57,False,0.08,0.03,True,2.00,0.00,1.00,False,0.14,0.29,20573757746.00,AKD pozitif (1g norm),4.26,0.96,0.18,0.06,40.00,38.21
KRGYO,2025-12-16,3.08,-50,0,4,0,3.15,3.12,-0.06,-0.06,0,43.10,18.28,13125655.00,2.91,3.15,3.38,15.02,0,17.13,80.23,0,100,1,0,1,0,ImpulseDown,3,Orta,2025-11-07 00:00,3.55,ImpulseUp,2,Düşüş Başlangıcı,2025-12-10 04:00,3.08,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:00,31,-,0,SAT,-50,2025-11-24 13:30,145,-,0,SAT,-50,2025-11-26 08:00,43,-,0,-,0,,,0,0,1,0,0,2.95,3.21,1.99,-5.52,31191190,7.0,1.30,"ATR Oranı düşük (2.82%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 2.95, TP: 3.21 | 1H:%1.99 | 1A:%-5.52 | Confirmed SELL (alphaTrend teyidi)",4,4.22,0,0,1,0,0,-17.13,-80.23,13125655.00,0,-9.88,638565619.53,20926086.00,True,0.01,0.03,False,0.00,3.00,1.00,False,0.05,0.11,786830700.04,AKD nötr/negatif,0.98,81.16,30.52,0.02,16.00,6.12
KRONT,2025-12-16,12.71,-50,0,4,0,13.40,13.78,-0.67,-0.62,0,32.19,26.45,1507334.00,12.30,13.78,15.26,21.45,0,67.24,34.82,0,100,1,0,0,0,ImpulseDown,2,Başlangıç,2025-08-19 00:00,12.76,ImpulseDown,5,Düşüş Başlangıcı,2025-12-12 04:00,13.51,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-10 06:45,164,-,0,SAT,-50,2025-11-13 14:30,207,-,0,SAT,-50,2025-11-07 12:00,81,-,0,SAT,-50,2025-12-09 00:00,5,0,0,1,0,0,11.87,13.55,-3.86,-19.35,16833282,35.305553,2.85,"ATR Oranı düşük (4.4%) | Gelişmiş Cup & Handle | ATR STOP: 11.87, TP: 13.55 | 1H:%-3.86 | 1A:%-19.35 | Confirmed SELL (alphaTrend teyidi)",3,6.61,0,0,1,0,0,-67.24,-34.82,1507334.00,0,-56.28,421610368.62,15699813.43,True,0.03,-0.04,False,0.00,3.00,1.00,False,0.01,0.06,1418311238.64,AKD nötr/negatif,1.19,29.73,26.85,0.01,18.00,-38.28
KRPLS,2025-12-16,8.01,0,0,0,0,7.88,7.92,-0.07,-0.13,1,51.05,25.07,-1017631.00,7.44,7.83,8.22,9.92,0,26.74,18.27,0,0,0,0,0,0,ImpulseDown,3,Orta,2025-11-20 00:00,8.52,ImpulseUp,2,Orta,2025-11-20 08:00,8.52,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-10 08:00,159,-,0,AL,50,2025-12-10 07:30,43,-,0,SAT,-50,2025-11-05 08:00,88,-,0,SAT,-50,2025-11-27 00:00,13,0,0,0,0,0,7.50,8.52,0.25,0.75,18278358,0,1.64,"ATR Oranı düşük (4.27%) | ATR STOP: 7.5, TP: 8.52 | 1H:%0.25 | 1A:%0.75",2,6.37,0,0,0,0,0,-26.74,-18.27,-1017631.00,0,-18.69,158547519.34,14183638.14,True,-0.01,-0.01,False,0.00,3.00,1.00,False,0.01,0.10,628425583.29,AKD nötr/negatif,-0.87,25.23,11.18,-0.01,16.00,-2.69
KRSTL,2025-12-16,10.11,-50,0,4,0,10.69,10.71,-0.30,-0.25,0,35.96,10.69,-4698967.00,9.78,10.79,11.80,18.64,0,87.92,20.46,0,100,0,0,0,0,ImpulseUp,2,Başlangıç,2025-09-12 00:00,12.45,ImpulseDown,5,Düşüş Başlangıcı,2025-12-11 08:00,10.85,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 11:45,45,-,0,SAT,-50,2025-11-20 08:30,168,-,0,SAT,-50,2025-11-26 12:00,42,-,0,-,0,,,0,0,0,0,0,9.44,10.78,-2.69,-12.69,58454737,7.2214284,1.12,"ATR Oranı düşük (4.4%) | ATR STOP: 9.44, TP: 10.78 | 1H:%-2.69 | 1A:%-12.69",1,6.63,0,0,0,0,0,-87.92,-20.46,-4698967.00,0,-86.16,950174897.23,65587209.43,True,0.00,-0.05,False,0.00,3.00,1.00,False,0.03,0.12,1735789660.92,AKD nötr/negatif,-0.69,54.74,14.49,-0.01,13.00,-73.16
KRTEK,2025-12-16,25.96,0,0,0,0,26.45,26.35,-0.65,-0.91,1,43.58,11.54,-583064.00,24.89,25.74,26.60,6.62,0,13.96,38.19,0,100,1,0,0,0,ImpulseUp,4,Başlangıç,2025-11-03 00:00,40.74,ImpulseDown,3,Orta,2025-12-10 04:00,26.8,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 13:45,4,-,0,AL,50,2025-12-08 08:30,60,-,0,SAT,-50,2025-11-04 12:00,90,-,0,SAT,-50,2025-11-13 00:00,23,0,0,0,0,0,24.50,27.42,-0.15,-4.77,16490584,1298.0,0.54,"ATR Oranı düşük (3.76%) | Gelişmiş Cup & Handle | ATR STOP: 24.5, TP: 27.42 | 1H:%-0.15 | 1A:%-4.77",2,5.62,0,0,1,0,0,-13.96,-38.19,-583064.00,0,-9.23,-21768772.59,15661630.86,False,-0.02,-0.03,False,0.00,-3.00,-1.00,False,0.03,0.10,452479009.84,AKD nötr/negatif,-0.54,-4.81,-1.39,-0.02,-17.00,-26.23
KRVGD,2025-12-16,2.53,0,0,0,0,2.55,2.54,0.00,-0.00,1,48.90,20.67,-4953106.00,2.43,2.54,2.65,8.72,1,40.56,5.24,0,0,0,0,0,0,ImpulseDown,3,Orta,2025-11-06 00:00,2.69,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-12 12:00,2.5,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 10:00,118,AL,50,AL,50,2025-12-16 14:30,0,-,0,AL,50,2025-12-08 08:00,19,-,0,AL,50,2025-07-23 00:00,104,0,0,0,0,0,2.40,2.66,-1.17,-3.44,25498779,0,0.86,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.46%) | ATR STOP: 2.4, TP: 2.66 | 1H:%-1.17 | 1A:%-3.44",0,5.14,0,0,0,0,0,-40.56,-5.24,-4953106.00,0,-39.84,949686092.98,23678320.86,True,0.00,0.02,False,0.00,3.00,1.00,False,0.01,0.03,1507512069.69,AKD nötr/negatif,-0.78,63.00,40.11,0.01,22.00,-17.84
KTLEV,2025-12-16,16.98,100,3,0,0,17.28,16.85,0.77,0.98,0,54.82,38.71,43160836.00,13.83,16.69,19.55,34.23,1,350.36,8.41,0,0,1,0,0,0,ImpulseUp,5,Başlangıç,2025-11-21 00:00,14.00,None,-,Orta,,,up,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-12 09:45,86,-,0,-,0,,,-,0,-,0,,,-,0,-,0,,,0,0,0,0,0,15.56,18.40,-4.61,11.93,815302946,5.6225166,4.38,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.57%) | Gelişmiş Cup & Handle | ATR STOP: 15.56, TP: 18.4 | 1H:%-4.61 | 1A:%11.93",3,8.36,1,0,1,0,0,-350.36,-8.41,43160836.00,0,-332.35,35796633274.42,748893154.43,True,-0.01,-0.02,False,0.00,3.00,1.00,False,0.06,0.18,12891267653.16,AKD nötr/negatif,0.89,277.68,47.80,-0.01,15.00,-317.35
KTSKR,2025-12-16,83.70,50,4,0,0,78.08,76.43,2.88,1.66,1,69.39,33.13,1034228.00,62.90,74.22,85.55,30.53,1,52.32,4.83,0,0,0,0,0,0,ImpulseUp,4,Düşüş Başlangıcı,2025-11-12 00:00,78.05,ImpulseUp,2,Düşüş Başlangıcı,2025-11-27 04:00,69.75,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-11 14:45,99,-,0,AL,50,2025-12-01 10:30,103,-,0,AL,50,2025-12-04 04:00,26,-,0,AL,50,2025-07-16 00:00,109,0,0,0,0,0,79.50,87.90,7.79,19.57,42289779,16.284046,0.65,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.34%) | ATR STOP: 79.5, TP: 87.9 | 1H:%7.79 | 1A:%19.57 | Volume Delta pozitif",7,5.02,2,1,0,0,0,-52.32,-4.83,1034228.00,0,-19.53,36649337.32,95949819.00,True,0.01,0.02,False,0.00,1.00,0.00,False,0.07,0.20,1160627054.40,AKD nötr/negatif,1.39,3.16,0.38,0.01,21.00,1.47
KUTPO,2025-12-16,101.10,0,0,0,0,101.97,99.52,-0.36,-1.82,1,51.82,18.96,-680071.00,92.23,97.82,103.42,11.44,0,48.13,26.69,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-03 00:00,116.00,ImpulseUp,4,Orta,2025-12-15 04:00,111.4,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 14:15,2,-,0,AL,50,2025-12-11 10:30,31,-,0,AL,50,2025-12-15 08:00,4,-,0,AL,50,2025-12-12 00:00,2,0,1,0,0,0,94.76,107.44,5.48,4.01,49495670,1011.0,0.94,"ATR Oranı düşük (4.18%) | ATR STOP: 94.76, TP: 107.44 | 1H:%5.48 | 1A:%4.01 | Confirmed BUY (alphaTrend teyidi)",4,6.27,0,0,0,0,0,-48.13,-26.69,-680071.00,0,-33.28,-94663085.58,66557485.57,False,-0.01,-0.00,False,0.00,-3.00,-1.00,False,0.07,0.36,1039949681.70,AKD nötr/negatif,-4.80,-9.10,-1.42,-0.01,-12.00,-45.28
KUYAS,2025-12-16,57.75,50,4,0,0,53.76,48.82,2.47,0.03,1,72.97,25.07,10038027.00,35.85,46.98,58.10,47.36,1,217.66,18.37,0,0,1,0,0,0,ImpulseDown,2,Yükseliş Başlangıcı,2025-10-21 00:00,44.80,ImpulseUp,2,Düşüş Başlangıcı,2025-12-03 08:00,41.9,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-05 10:30,248,-,0,AL,50,2025-12-09 09:30,50,-,0,AL,50,2025-12-10 08:00,13,AL,50,AL,50,2025-12-16 00:00,0,1,1,0,1,0,53.06,62.44,9.48,40.17,666126313,82.5,8.57,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.41%) | Gelişmiş Cup & Handle | ATR STOP: 53.06, TP: 62.44 | 1H:%9.48 | 1A:%40.17 | Confirmed BUY (alphaTrend teyidi) | GoldenCross + Confirmed BUY",12,8.12,2,0,1,0,0,-217.66,-18.37,10038027.00,0,-166.17,2605906752.46,603540072.29,True,0.01,-0.03,False,0.00,3.00,1.00,False,0.03,0.11,23038541699.25,AKD nötr/negatif,0.96,11.31,4.32,-0.00,24.00,-142.17
LIDER,2025-12-16,54.25,0,0,0,0,48.54,55.99,-2.62,-3.71,1,45.55,20.17,-2387411.00,36.91,54.27,71.63,63.97,0,101.53,37.61,0,100,0,0,0,0,ImpulseUp,4,Başlangıç,2025-11-19 00:00,94.25,ImpulseDown,3,Orta,2025-12-08 12:00,61.25,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 08:45,24,-,0,AL,50,2025-12-08 08:30,60,-,0,SAT,-50,2025-11-21 12:00,51,-,0,SAT,-50,2025-12-12 00:00,2,0,0,0,0,0,47.81,60.69,-2.20,-35.00,205151882,21.442688,4.99,"ATR Oranı düşük (7.92%) | ATR STOP: 47.81, TP: 60.69 | 1H:%-2.2 | 1A:%-35.0",2,11.87,0,0,0,0,0,-101.53,-37.61,-2387411.00,0,-98.45,61052268283.89,325772108.43,True,-0.01,-0.02,False,0.00,3.00,1.00,False,0.01,0.03,13833625496.25,AKD nötr/negatif,-1.63,441.33,187.41,-0.01,14.00,-84.45
LILAK,2025-12-16,28.70,0,0,0,0,27.70,26.85,-0.07,-0.64,1,62.65,23.91,-17329026.00,24.02,26.20,28.38,16.67,0,48.38,9.29,0,0,0,0,0,0,ImpulseDown,4,Orta,2025-11-26 00:00,24.66,ImpulseUp,5,Başlangıç,2025-12-12 08:00,26.22,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 14:00,168,-,0,AL,50,2025-12-10 07:30,43,-,0,AL,50,2025-12-15 12:00,3,-,0,AL,50,2025-12-15 00:00,1,0,1,0,0,0,27.18,30.22,9.04,2.94,111733561,12.58772,1.11,"ATR Oranı düşük (3.54%) | ATR STOP: 27.18, TP: 30.22 | 1H:%9.04 | 1A:%2.94 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",4,5.30,0,1,0,0,0,-48.38,-9.29,-17329026.00,0,-33.36,13706898243.42,149369588.57,True,0.03,0.03,False,0.00,3.00,1.00,False,0.07,0.14,7458686498.90,AKD nötr/negatif,-1.37,183.77,91.76,0.03,22.00,-11.36
LKMNH,2025-12-16,17.05,100,3,0,0,15.96,15.85,0.10,-0.26,1,67.99,31.13,2795547.00,14.03,15.55,17.06,19.50,0,20.75,19.95,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-12-03 00:00,14.00,ImpulseUp,4,Düşüş Başlangıcı,2025-11-21 04:00,16.44,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-04 07:45,292,-,0,AL,50,2025-12-09 08:30,51,-,0,AL,50,2025-12-11 12:00,9,-,0,SAT,-50,2025-11-12 00:00,24,0,1,0,0,0,16.27,17.83,7.57,7.84,34156589,7.1940928,1.62,"ATR Oranı düşük (3.04%) | Gelişmiş Cup & Handle | ATR STOP: 16.27, TP: 17.83 | 1H:%7.57 | 1A:%7.84 | Confirmed BUY (alphaTrend teyidi)",7,4.57,1,0,1,0,0,-20.75,-19.95,2795547.00,0,9.67,284950185.91,29979666.86,True,0.04,0.04,False,2.00,3.00,2.00,False,0.02,0.05,2634459931.95,AKD nötr/negatif,2.46,10.82,9.50,0.04,38.00,47.67
LMKDC,2025-12-16,28.80,0,0,0,0,28.36,28.41,0.31,0.27,1,55.51,12.83,-4068107.00,27.59,28.45,29.30,6.02,0,19.70,14.52,0,0,1,0,0,0,ImpulseDown,3,Başlangıç,2025-11-04 00:00,30.22,ImpulseUp,5,Orta,2025-12-16 08:00,28.54,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 11:15,14,-,0,AL,50,2025-12-10 09:30,41,-,0,AL,50,2025-10-31 12:00,96,-,0,AL,50,2025-11-05 00:00,29,0,1,0,0,0,27.59,30.01,2.13,-0.14,103718138,9.72973,2.18,"ATR Oranı düşük (2.81%) | Gelişmiş Cup & Handle | ATR STOP: 27.59, TP: 30.01 | 1H:%2.13 | 1A:%-0.14 | Confirmed BUY (alphaTrend teyidi)",3,4.20,0,0,1,0,0,-19.70,-14.52,-4068107.00,0,-8.55,3100513309.21,124696375.00,True,-0.02,-0.01,False,0.00,3.00,1.00,False,0.03,0.10,4488746486.40,AKD nötr/negatif,-2.04,69.07,24.86,-0.01,25.00,16.45
LOGO,2025-12-16,158.20,0,0,0,0,160.82,159.11,-0.86,-1.52,1,48.27,13.64,-430910.00,150.05,158.75,167.45,10.96,0,55.38,15.85,0,0,1,1,0,0,ImpulseDown,3,Orta,2025-11-06 00:00,181.30,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-11 04:00,156.4,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:30,29,-,0,AL,50,2025-12-09 06:30,53,-,0,SAT,-50,2025-12-11 08:00,10,-,0,SAT,-50,2025-11-27 00:00,13,0,0,0,0,0,149.78,166.62,1.35,-2.04,56510268,11.472081,3.49,"ATR Oranı düşük (3.55%) | Gelişmiş Cup & Handle | Gelişmiş Bull Flag | ATR STOP: 149.78, TP: 166.62 | 1H:%1.35 | 1A:%-2.04",3,5.32,0,0,1,0,0,-55.38,-15.85,-430910.00,0,-41.94,237374662.65,56005577.57,True,0.02,0.00,False,0.00,3.00,1.00,False,0.01,0.02,9691801695.80,AKD nötr/negatif,-1.43,2.45,4.24,0.02,13.00,-28.94
LRSHO,2025-12-16,5.49,0,0,0,0,5.43,5.45,-0.01,-0.10,1,50.49,16.89,-23341670.00,4.87,5.31,5.75,16.60,0,171.78,26.01,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-15 00:00,6.02,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 14:00,36,-,0,-,0,,,-,0,-,0,,,-,0,AL,50,2025-12-15 00:00,1,0,0,0,0,0,5.04,5.94,1.67,-3.85,154350117,3.9496403,0.60,"ATR Oranı düşük (5.45%) | Gelişmiş Cup & Handle | ATR STOP: 5.04, TP: 5.94 | 1H:%1.67 | 1A:%-3.85",3,8.20,0,0,1,0,0,-171.78,-26.01,-23341670.00,0,-164.32,-2550665481.46,145833526.43,False,0.04,0.00,False,0.00,-3.00,-1.00,False,0.04,0.13,3353583491.55,AKD nötr/negatif,-2.14,-76.06,-17.49,0.03,-12.00,-176.32
LYDHO,2025-12-16,174.40,-50,0,4,0,181.98,176.04,0.68,2.27,0,49.72,26.19,905063.00,165.16,178.51,191.86,14.95,1,115.57,18.39,0,0,0,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-10-07 00:00,136.60,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-15 12:00,169.0,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 09:30,21,-,0,SAT,-50,2025-12-10 09:30,41,-,0,AL,50,2025-10-27 04:00,106,-,0,AL,50,2025-07-11 00:00,111,0,0,1,0,0,159.85,188.95,-0.34,-7.72,187766824,5813.3335,13.79,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.56%) | ATR STOP: 159.85, TP: 188.95 | 1H:%-0.34 | 1A:%-7.72 | Confirmed SELL (alphaTrend teyidi)",1,8.34,0,0,0,0,0,-115.57,-18.39,905063.00,0,-109.54,7131334787.03,286849210.00,True,0.01,0.01,False,0.00,3.00,1.00,False,0.02,0.05,7702528600.00,AKD nötr/negatif,2.59,92.58,24.86,0.01,18.00,-91.54
MAGEN,2025-12-16,37.90,50,4,0,0,34.18,33.85,1.82,1.45,1,72.47,44.74,10933009.00,29.56,33.50,37.43,23.51,1,399.74,0.00,100,0,1,0,0,0,ImpulseUp,5,Başlangıç,2025-12-03 00:00,30.56,ImpulseUp,5,Başlangıç,2025-12-12 12:00,34.6,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 08:00,60,-,0,AL,50,2025-12-04 07:30,79,-,0,AL,50,2025-05-08 04:00,459,-,0,-,0,,,0,0,0,0,0,35.22,40.58,5.69,13.47,232837119,0,2.96,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (4.71%) | Gelişmiş Cup & Handle | ATR STOP: 35.22, TP: 40.58 | 1H:%5.69 | 1A:%13.47 | Volume Delta pozitif",9,7.07,2,1,1,0,0,-399.74,-0.00,10933009.00,0,-356.53,69071112517.89,417932212.57,True,0.06,0.05,True,2.00,3.00,2.00,False,0.01,0.07,27268193801.10,AKD pozitif (1g norm),3.16,253.30,165.27,0.06,39.00,-317.53
MAKIM,2025-12-16,17.01,0,0,0,0,17.02,17.06,-0.04,-0.07,1,48.28,16.52,-546383.00,16.42,16.99,17.56,6.74,0,8.14,28.89,0,100,0,0,0,0,ImpulseDown,3,Orta,2025-10-31 00:00,18.70,ImpulseDown,2,Başlangıç,2025-12-10 12:00,17.0,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:30,29,-,0,SAT,-50,2025-12-16 11:30,3,SAT,-50,SAT,-50,2025-12-16 12:00,0,-,0,SAT,-50,2025-09-30 00:00,55,0,0,0,0,0,16.22,17.80,-0.53,-3.35,10351791,0,1.84,"ATR Oranı düşük (3.1%) | ATR STOP: 16.22, TP: 17.8 | 1H:%-0.53 | 1A:%-3.35",1,4.64,0,0,0,0,0,-8.14,-28.89,-546383.00,0,-5.49,-260377595.66,10524998.71,False,0.03,0.05,False,0.00,-3.00,-1.00,False,0.01,0.04,723525827.22,AKD nötr/negatif,-0.93,-35.99,-24.74,0.04,-12.00,-17.49
MAKTK,2025-12-16,13.17,-50,0,4,0,13.34,13.68,-0.30,-0.29,0,42.20,11.68,2755487.00,12.31,13.49,14.68,17.58,0,118.41,40.78,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-04 00:00,17.47,ImpulseDown,5,Düşüş Başlangıcı,2025-12-15 04:00,13.82,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-09 08:15,191,-,0,SAT,-50,2025-12-11 13:30,28,-,0,SAT,-50,2025-10-01 04:00,160,-,0,SAT,-50,2025-11-07 00:00,27,0,0,0,0,0,12.04,14.30,-2.44,-2.88,79150986,8.721854,1.58,"ATR Oranı düşük (5.7%) | ATR STOP: 12.04, TP: 14.3 | 1H:%-2.44 | 1A:%-2.88",2,8.58,0,0,0,0,0,-118.41,-40.78,2755487.00,0,-112.20,-397479165.90,57451251.00,False,0.03,-0.00,False,0.00,-3.00,-1.00,False,0.03,0.10,1375809963.33,AKD nötr/negatif,0.15,-28.89,-6.92,0.02,-15.00,-127.20
